Trans id,Member id,Store id,Date
21-12-2020_16:02:38_85_3,85,3,2020-12-21
21-12-2020_05:57:11_20_1,20,1,2020-12-21
21-12-2020_02:51:19_52_1,52,1,2020-12-21
21-12-2020_13:53:48_87_1,87,1,2020-12-21
21-12-2020_18:14:48_75_1,75,1,2020-12-21
21-12-2020_12:30:05_67_2,67,2,2020-12-21
21-12-2020_04:46:09_99_2,99,2,2020-12-21
21-12-2020_21:31:11_96_2,96,2,2020-12-21
21-12-2020_16:34:46_71_2,71,2,2020-12-21
21-12-2020_01:12:35_69_1,69,1,2020-12-21
21-12-2020_11:35:27_34_1,34,1,2020-12-21
21-12-2020_16:49:11_73_2,73,2,2020-12-21
21-12-2020_16:52:02_63_3,63,3,2020-12-21
21-12-2020_08:49:15_85_3,85,3,2020-12-21
21-12-2020_18:24:19_5_1,5,1,2020-12-21
21-12-2020_11:53:04_92_2,92,2,2020-12-21
21-12-2020_23:19:18_41_3,41,3,2020-12-21
21-12-2020_16:22:17_71_1,71,1,2020-12-21
21-12-2020_07:10:08_78_1,78,1,2020-12-21
21-12-2020_22:16:25_54_3,54,3,2020-12-21
21-12-2020_21:11:36_92_3,92,3,2020-12-21
21-12-2020_07:31:37_21_3,21,3,2020-12-21
21-12-2020_21:53:39_87_3,87,3,2020-12-21
22-12-2020_02:32:44_93_1,93,1,2020-12-22
22-12-2020_01:32:19_89_3,89,3,2020-12-22
22-12-2020_09:17:28_26_3,26,3,2020-12-22
22-12-2020_17:58:37_33_1,33,1,2020-12-22
22-12-2020_20:39:15_69_3,69,3,2020-12-22
22-12-2020_19:06:09_47_2,47,2,2020-12-22
22-12-2020_21:15:53_62_1,62,1,2020-12-22
22-12-2020_16:38:32_64_1,64,1,2020-12-22
22-12-2020_15:16:50_97_2,97,2,2020-12-22
22-12-2020_21:23:12_8_3,8,3,2020-12-22
22-12-2020_03:20:11_9_1,9,1,2020-12-22
22-12-2020_12:03:25_70_3,70,3,2020-12-22
22-12-2020_12:26:45_22_3,22,3,2020-12-22
22-12-2020_11:55:51_43_2,43,2,2020-12-22
22-12-2020_06:57:49_79_1,79,1,2020-12-22
22-12-2020_15:52:33_67_2,67,2,2020-12-22
22-12-2020_14:07:09_74_2,74,2,2020-12-22
22-12-2020_02:19:06_41_3,41,3,2020-12-22
22-12-2020_21:46:04_27_3,27,3,2020-12-22
22-12-2020_22:39:28_84_2,84,2,2020-12-22
22-12-2020_03:50:15_62_3,62,3,2020-12-22
22-12-2020_22:44:35_58_1,58,1,2020-12-22
22-12-2020_03:10:59_46_2,46,2,2020-12-22
22-12-2020_09:06:51_31_1,31,1,2020-12-22
23-12-2020_15:06:01_80_1,80,1,2020-12-23
23-12-2020_02:42:37_58_2,58,2,2020-12-23
23-12-2020_08:45:46_64_3,64,3,2020-12-23
23-12-2020_11:01:33_81_3,81,3,2020-12-23
23-12-2020_11:04:07_78_2,78,2,2020-12-23
23-12-2020_20:24:42_92_3,92,3,2020-12-23
23-12-2020_14:53:29_42_3,42,3,2020-12-23
23-12-2020_14:33:54_1_1,1,1,2020-12-23
23-12-2020_13:42:30_49_1,49,1,2020-12-23
23-12-2020_16:08:44_38_1,38,1,2020-12-23
23-12-2020_12:23:28_53_3,53,3,2020-12-23
23-12-2020_08:12:02_41_3,41,3,2020-12-23
23-12-2020_19:08:12_47_1,47,1,2020-12-23
23-12-2020_12:50:16_8_2,8,2,2020-12-23
23-12-2020_01:14:46_87_1,87,1,2020-12-23
23-12-2020_18:43:27_95_2,95,2,2020-12-23
23-12-2020_10:21:18_24_1,24,1,2020-12-23
23-12-2020_21:15:42_67_1,67,1,2020-12-23
23-12-2020_12:16:58_81_3,81,3,2020-12-23
23-12-2020_12:47:20_98_3,98,3,2020-12-23
23-12-2020_04:17:16_10_3,10,3,2020-12-23
23-12-2020_15:30:23_81_1,81,1,2020-12-23
23-12-2020_04:10:40_67_3,67,3,2020-12-23
23-12-2020_07:07:27_18_2,18,2,2020-12-23
23-12-2020_07:50:32_95_1,95,1,2020-12-23
23-12-2020_14:59:09_64_3,64,3,2020-12-23
23-12-2020_03:38:41_12_2,12,2,2020-12-23
23-12-2020_08:04:52_92_2,92,2,2020-12-23
23-12-2020_01:26:43_65_3,65,3,2020-12-23
23-12-2020_18:52:36_37_1,37,1,2020-12-23
23-12-2020_13:33:03_36_2,36,2,2020-12-23
23-12-2020_08:24:30_11_1,11,1,2020-12-23
23-12-2020_08:07:57_53_2,53,2,2020-12-23
23-12-2020_11:21:58_9_3,9,3,2020-12-23
23-12-2020_02:12:58_13_1,13,1,2020-12-23
23-12-2020_19:49:03_12_2,12,2,2020-12-23
23-12-2020_18:34:14_50_2,50,2,2020-12-23
23-12-2020_09:50:08_50_3,50,3,2020-12-23
24-12-2020_15:48:44_63_1,63,1,2020-12-24
24-12-2020_12:29:43_64_2,64,2,2020-12-24
24-12-2020_14:31:57_70_1,70,1,2020-12-24
24-12-2020_04:34:17_41_1,41,1,2020-12-24
24-12-2020_15:36:26_67_3,67,3,2020-12-24
24-12-2020_17:29:45_93_3,93,3,2020-12-24
24-12-2020_01:31:19_68_1,68,1,2020-12-24
24-12-2020_03:12:50_15_2,15,2,2020-12-24
24-12-2020_23:27:36_72_2,72,2,2020-12-24
24-12-2020_17:57:06_59_3,59,3,2020-12-24
24-12-2020_09:58:11_32_2,32,2,2020-12-24
24-12-2020_18:13:56_2_3,2,3,2020-12-24
24-12-2020_12:25:29_45_3,45,3,2020-12-24
24-12-2020_01:49:47_39_3,39,3,2020-12-24
24-12-2020_06:30:14_8_3,8,3,2020-12-24
24-12-2020_15:54:41_50_1,50,1,2020-12-24
24-12-2020_02:48:03_10_3,10,3,2020-12-24
24-12-2020_04:15:10_90_2,90,2,2020-12-24
24-12-2020_17:37:57_48_2,48,2,2020-12-24
24-12-2020_03:54:50_12_3,12,3,2020-12-24
24-12-2020_07:50:59_68_3,68,3,2020-12-24
24-12-2020_07:59:43_6_1,6,1,2020-12-24
24-12-2020_17:20:11_50_3,50,3,2020-12-24
24-12-2020_20:29:33_55_1,55,1,2020-12-24
24-12-2020_02:34:48_44_1,44,1,2020-12-24
24-12-2020_18:04:05_11_3,11,3,2020-12-24
25-12-2020_06:35:53_71_2,71,2,2020-12-25
25-12-2020_10:32:41_13_2,13,2,2020-12-25
25-12-2020_18:44:23_66_1,66,1,2020-12-25
25-12-2020_17:28:10_35_1,35,1,2020-12-25
25-12-2020_11:15:43_71_1,71,1,2020-12-25
25-12-2020_19:09:10_31_3,31,3,2020-12-25
25-12-2020_19:50:02_73_2,73,2,2020-12-25
25-12-2020_18:51:36_60_3,60,3,2020-12-25
25-12-2020_20:39:01_40_1,40,1,2020-12-25
25-12-2020_23:08:27_91_1,91,1,2020-12-25
25-12-2020_10:05:08_82_1,82,1,2020-12-25
25-12-2020_15:09:34_2_2,2,2,2020-12-25
25-12-2020_09:08:51_35_2,35,2,2020-12-25
25-12-2020_07:02:14_60_1,60,1,2020-12-25
25-12-2020_10:53:03_64_1,64,1,2020-12-25
25-12-2020_13:07:14_32_2,32,2,2020-12-25
25-12-2020_11:35:23_70_3,70,3,2020-12-25
25-12-2020_20:02:36_1_2,1,2,2020-12-25
25-12-2020_08:40:01_4_2,4,2,2020-12-25
25-12-2020_09:43:30_97_1,97,1,2020-12-25
25-12-2020_11:51:09_29_3,29,3,2020-12-25
25-12-2020_14:24:25_33_3,33,3,2020-12-25
25-12-2020_11:35:32_43_1,43,1,2020-12-25
25-12-2020_08:54:27_100_3,100,3,2020-12-25
25-12-2020_23:14:05_64_3,64,3,2020-12-25
25-12-2020_06:14:46_94_1,94,1,2020-12-25
25-12-2020_05:28:50_66_3,66,3,2020-12-25
25-12-2020_05:20:52_100_1,100,1,2020-12-25
25-12-2020_21:47:17_35_3,35,3,2020-12-25
25-12-2020_20:21:20_82_3,82,3,2020-12-25
25-12-2020_04:49:11_11_1,11,1,2020-12-25
25-12-2020_16:14:46_2_2,2,2,2020-12-25
25-12-2020_04:47:44_32_3,32,3,2020-12-25
25-12-2020_07:26:14_35_1,35,1,2020-12-25
25-12-2020_01:12:20_49_3,49,3,2020-12-25
25-12-2020_01:23:08_40_3,40,3,2020-12-25
25-12-2020_14:20:09_29_1,29,1,2020-12-25
25-12-2020_14:11:10_48_1,48,1,2020-12-25
25-12-2020_05:26:48_87_2,87,2,2020-12-25
25-12-2020_20:20:25_42_2,42,2,2020-12-25
26-12-2020_23:32:32_20_2,20,2,2020-12-26
26-12-2020_19:13:16_22_2,22,2,2020-12-26
26-12-2020_10:57:07_93_1,93,1,2020-12-26
26-12-2020_11:40:31_67_3,67,3,2020-12-26
26-12-2020_03:23:08_2_2,2,2,2020-12-26
26-12-2020_19:40:21_93_1,93,1,2020-12-26
26-12-2020_07:55:06_88_2,88,2,2020-12-26
26-12-2020_04:47:18_31_3,31,3,2020-12-26
26-12-2020_11:01:34_100_1,100,1,2020-12-26
26-12-2020_21:23:21_94_2,94,2,2020-12-26
26-12-2020_10:45:27_48_1,48,1,2020-12-26
26-12-2020_06:40:32_59_2,59,2,2020-12-26
26-12-2020_20:47:35_3_2,3,2,2020-12-26
26-12-2020_05:21:19_48_3,48,3,2020-12-26
26-12-2020_03:49:46_38_2,38,2,2020-12-26
26-12-2020_08:33:29_81_2,81,2,2020-12-26
26-12-2020_03:31:45_58_1,58,1,2020-12-26
26-12-2020_18:41:01_87_3,87,3,2020-12-26
26-12-2020_04:47:16_28_1,28,1,2020-12-26
26-12-2020_01:30:01_68_1,68,1,2020-12-26
26-12-2020_17:58:59_3_3,3,3,2020-12-26
26-12-2020_15:37:32_23_2,23,2,2020-12-26
26-12-2020_15:25:12_61_3,61,3,2020-12-26
26-12-2020_02:28:08_86_2,86,2,2020-12-26
26-12-2020_16:37:36_20_2,20,2,2020-12-26
26-12-2020_11:54:59_14_2,14,2,2020-12-26
26-12-2020_04:20:36_15_3,15,3,2020-12-26
27-12-2020_05:43:02_45_3,45,3,2020-12-27
27-12-2020_05:01:40_73_3,73,3,2020-12-27
27-12-2020_08:24:52_100_2,100,2,2020-12-27
27-12-2020_17:54:48_20_2,20,2,2020-12-27
27-12-2020_21:40:55_62_2,62,2,2020-12-27
27-12-2020_12:47:13_38_1,38,1,2020-12-27
27-12-2020_16:32:27_23_3,23,3,2020-12-27
27-12-2020_22:23:20_74_3,74,3,2020-12-27
27-12-2020_23:21:08_19_1,19,1,2020-12-27
27-12-2020_05:52:25_56_2,56,2,2020-12-27
27-12-2020_02:01:02_33_3,33,3,2020-12-27
27-12-2020_05:47:44_97_1,97,1,2020-12-27
27-12-2020_15:42:07_13_3,13,3,2020-12-27
27-12-2020_07:18:27_23_1,23,1,2020-12-27
27-12-2020_23:47:23_61_1,61,1,2020-12-27
27-12-2020_05:38:11_46_3,46,3,2020-12-27
27-12-2020_07:09:19_21_3,21,3,2020-12-27
27-12-2020_09:53:48_9_1,9,1,2020-12-27
27-12-2020_11:59:44_76_3,76,3,2020-12-27
27-12-2020_22:14:05_11_1,11,1,2020-12-27
27-12-2020_07:34:54_64_2,64,2,2020-12-27
27-12-2020_09:08:09_69_2,69,2,2020-12-27
27-12-2020_20:17:01_81_2,81,2,2020-12-27
27-12-2020_22:39:15_20_2,20,2,2020-12-27
27-12-2020_04:12:43_61_3,61,3,2020-12-27
27-12-2020_18:41:12_15_1,15,1,2020-12-27
27-12-2020_14:51:22_8_3,8,3,2020-12-27
27-12-2020_05:09:14_94_2,94,2,2020-12-27
27-12-2020_17:49:33_76_1,76,1,2020-12-27
27-12-2020_12:30:14_16_2,16,2,2020-12-27
27-12-2020_17:13:04_99_3,99,3,2020-12-27
27-12-2020_07:43:08_26_2,26,2,2020-12-27
27-12-2020_13:20:19_83_1,83,1,2020-12-27
28-12-2020_15:47:42_83_1,83,1,2020-12-28
28-12-2020_10:19:49_65_2,65,2,2020-12-28
28-12-2020_17:28:24_67_2,67,2,2020-12-28
28-12-2020_15:41:54_92_2,92,2,2020-12-28
28-12-2020_16:03:54_91_2,91,2,2020-12-28
28-12-2020_22:14:58_91_3,91,3,2020-12-28
28-12-2020_03:38:03_95_2,95,2,2020-12-28
28-12-2020_01:37:02_5_1,5,1,2020-12-28
28-12-2020_06:34:18_6_2,6,2,2020-12-28
28-12-2020_16:32:51_70_1,70,1,2020-12-28
28-12-2020_05:31:05_48_3,48,3,2020-12-28
28-12-2020_23:44:44_69_1,69,1,2020-12-28
28-12-2020_04:54:50_94_1,94,1,2020-12-28
28-12-2020_16:25:30_49_1,49,1,2020-12-28
28-12-2020_23:52:31_37_3,37,3,2020-12-28
28-12-2020_16:13:22_57_1,57,1,2020-12-28
28-12-2020_21:04:56_26_1,26,1,2020-12-28
28-12-2020_08:40:23_20_3,20,3,2020-12-28
28-12-2020_15:53:26_13_2,13,2,2020-12-28
28-12-2020_02:38:38_88_1,88,1,2020-12-28
28-12-2020_02:06:54_90_3,90,3,2020-12-28
28-12-2020_01:53:32_38_3,38,3,2020-12-28
28-12-2020_22:54:03_13_1,13,1,2020-12-28
28-12-2020_15:58:03_66_2,66,2,2020-12-28
28-12-2020_04:59:26_20_1,20,1,2020-12-28
28-12-2020_19:41:28_73_1,73,1,2020-12-28
28-12-2020_16:22:07_33_3,33,3,2020-12-28
29-12-2020_03:40:34_6_1,6,1,2020-12-29
29-12-2020_05:40:08_53_2,53,2,2020-12-29
29-12-2020_09:49:15_63_3,63,3,2020-12-29
29-12-2020_06:15:44_17_1,17,1,2020-12-29
29-12-2020_13:26:06_46_2,46,2,2020-12-29
29-12-2020_08:51:30_54_1,54,1,2020-12-29
29-12-2020_16:46:14_96_3,96,3,2020-12-29
29-12-2020_16:55:06_21_1,21,1,2020-12-29
29-12-2020_22:40:42_46_3,46,3,2020-12-29
29-12-2020_21:25:03_35_1,35,1,2020-12-29
29-12-2020_02:32:53_58_2,58,2,2020-12-29
29-12-2020_09:21:59_86_3,86,3,2020-12-29
29-12-2020_05:22:20_62_2,62,2,2020-12-29
29-12-2020_03:47:40_87_1,87,1,2020-12-29
29-12-2020_19:33:58_56_2,56,2,2020-12-29
29-12-2020_05:20:11_3_1,3,1,2020-12-29
29-12-2020_04:35:01_30_3,30,3,2020-12-29
29-12-2020_04:48:21_77_3,77,3,2020-12-29
29-12-2020_11:24:30_28_3,28,3,2020-12-29
29-12-2020_07:07:49_29_2,29,2,2020-12-29
29-12-2020_14:39:08_24_3,24,3,2020-12-29
29-12-2020_19:13:52_78_2,78,2,2020-12-29
29-12-2020_11:11:40_49_1,49,1,2020-12-29
29-12-2020_17:32:07_21_1,21,1,2020-12-29
29-12-2020_19:57:30_58_2,58,2,2020-12-29
29-12-2020_19:25:32_26_3,26,3,2020-12-29
29-12-2020_15:26:05_5_1,5,1,2020-12-29
29-12-2020_11:08:06_40_2,40,2,2020-12-29
29-12-2020_09:32:37_14_1,14,1,2020-12-29
29-12-2020_02:03:08_22_2,22,2,2020-12-29
29-12-2020_20:38:29_56_3,56,3,2020-12-29
29-12-2020_20:48:21_72_2,72,2,2020-12-29
29-12-2020_08:16:56_60_1,60,1,2020-12-29
29-12-2020_08:52:03_90_2,90,2,2020-12-29
29-12-2020_10:02:11_53_3,53,3,2020-12-29
29-12-2020_05:47:29_72_3,72,3,2020-12-29
30-12-2020_13:02:45_80_2,80,2,2020-12-30
30-12-2020_06:38:23_70_1,70,1,2020-12-30
30-12-2020_20:57:58_48_3,48,3,2020-12-30
30-12-2020_23:07:48_8_3,8,3,2020-12-30
30-12-2020_18:15:15_57_3,57,3,2020-12-30
30-12-2020_18:20:28_87_3,87,3,2020-12-30
30-12-2020_18:11:29_50_2,50,2,2020-12-30
30-12-2020_04:02:05_26_1,26,1,2020-12-30
30-12-2020_22:38:31_35_1,35,1,2020-12-30
30-12-2020_02:56:02_71_3,71,3,2020-12-30
30-12-2020_05:31:40_24_1,24,1,2020-12-30
30-12-2020_11:02:50_65_1,65,1,2020-12-30
30-12-2020_03:21:26_85_3,85,3,2020-12-30
30-12-2020_10:54:33_60_1,60,1,2020-12-30
30-12-2020_18:11:04_14_3,14,3,2020-12-30
30-12-2020_16:54:48_79_1,79,1,2020-12-30
30-12-2020_05:10:31_5_2,5,2,2020-12-30
30-12-2020_14:53:52_14_3,14,3,2020-12-30
30-12-2020_05:20:51_69_2,69,2,2020-12-30
30-12-2020_04:47:21_4_2,4,2,2020-12-30
30-12-2020_14:54:29_25_2,25,2,2020-12-30
30-12-2020_23:03:08_67_3,67,3,2020-12-30
30-12-2020_03:06:59_97_1,97,1,2020-12-30
31-12-2020_04:34:47_90_1,90,1,2020-12-31
31-12-2020_09:58:51_84_1,84,1,2020-12-31
31-12-2020_13:09:31_61_3,61,3,2020-12-31
31-12-2020_04:31:06_74_3,74,3,2020-12-31
31-12-2020_14:01:07_89_3,89,3,2020-12-31
31-12-2020_23:43:02_55_3,55,3,2020-12-31
31-12-2020_11:38:51_41_2,41,2,2020-12-31
31-12-2020_17:38:22_24_1,24,1,2020-12-31
31-12-2020_19:55:12_84_1,84,1,2020-12-31
31-12-2020_14:15:20_91_1,91,1,2020-12-31
31-12-2020_20:36:55_19_2,19,2,2020-12-31
31-12-2020_06:35:19_39_3,39,3,2020-12-31
31-12-2020_16:18:24_27_1,27,1,2020-12-31
31-12-2020_09:50:14_8_2,8,2,2020-12-31
31-12-2020_21:24:38_48_1,48,1,2020-12-31
31-12-2020_10:10:32_14_1,14,1,2020-12-31
31-12-2020_19:01:07_52_2,52,2,2020-12-31
31-12-2020_07:43:48_14_3,14,3,2020-12-31
31-12-2020_02:19:08_67_2,67,2,2020-12-31
31-12-2020_08:14:09_53_1,53,1,2020-12-31
31-12-2020_09:32:27_16_3,16,3,2020-12-31
31-12-2020_07:21:25_5_1,5,1,2020-12-31
31-12-2020_21:13:57_8_2,8,2,2020-12-31
31-12-2020_14:41:18_89_2,89,2,2020-12-31
31-12-2020_07:23:18_12_2,12,2,2020-12-31
31-12-2020_13:28:23_12_3,12,3,2020-12-31
31-12-2020_16:13:53_74_1,74,1,2020-12-31
31-12-2020_04:26:45_50_2,50,2,2020-12-31
31-12-2020_13:56:12_17_3,17,3,2020-12-31
31-12-2020_16:27:32_80_2,80,2,2020-12-31
01-01-2021_07:31:26_85_1,85,1,2021-01-01
01-01-2021_10:29:51_9_3,9,3,2021-01-01
01-01-2021_12:38:09_95_1,95,1,2021-01-01
01-01-2021_12:16:50_68_1,68,1,2021-01-01
01-01-2021_18:03:30_21_1,21,1,2021-01-01
01-01-2021_21:09:07_12_1,12,1,2021-01-01
01-01-2021_16:12:20_16_2,16,2,2021-01-01
01-01-2021_08:22:30_25_1,25,1,2021-01-01
01-01-2021_04:34:06_53_2,53,2,2021-01-01
01-01-2021_18:28:23_52_3,52,3,2021-01-01
01-01-2021_17:13:48_26_1,26,1,2021-01-01
01-01-2021_05:39:02_46_2,46,2,2021-01-01
01-01-2021_17:51:42_58_1,58,1,2021-01-01
01-01-2021_18:43:37_14_2,14,2,2021-01-01
01-01-2021_14:13:33_60_3,60,3,2021-01-01
01-01-2021_11:59:09_63_2,63,2,2021-01-01
01-01-2021_05:38:24_8_3,8,3,2021-01-01
01-01-2021_13:33:22_8_1,8,1,2021-01-01
01-01-2021_22:17:32_86_1,86,1,2021-01-01
01-01-2021_14:03:50_53_2,53,2,2021-01-01
01-01-2021_22:44:39_21_2,21,2,2021-01-01
01-01-2021_12:59:30_45_2,45,2,2021-01-01
01-01-2021_22:49:58_43_3,43,3,2021-01-01
01-01-2021_23:31:31_84_2,84,2,2021-01-01
01-01-2021_08:19:25_82_1,82,1,2021-01-01
01-01-2021_19:18:46_32_2,32,2,2021-01-01
01-01-2021_17:35:07_10_1,10,1,2021-01-01
01-01-2021_08:37:10_57_2,57,2,2021-01-01
01-01-2021_15:13:25_37_2,37,2,2021-01-01
01-01-2021_20:29:42_91_1,91,1,2021-01-01
01-01-2021_10:53:17_23_1,23,1,2021-01-01
01-01-2021_07:04:06_61_3,61,3,2021-01-01
01-01-2021_07:30:26_19_1,19,1,2021-01-01
01-01-2021_22:07:42_47_2,47,2,2021-01-01
01-01-2021_08:11:26_9_3,9,3,2021-01-01
02-01-2021_12:02:24_10_3,10,3,2021-01-02
02-01-2021_17:41:58_2_1,2,1,2021-01-02
02-01-2021_22:24:01_70_2,70,2,2021-01-02
02-01-2021_17:32:29_31_3,31,3,2021-01-02
02-01-2021_01:23:09_71_1,71,1,2021-01-02
02-01-2021_04:19:34_13_2,13,2,2021-01-02
02-01-2021_17:10:54_36_2,36,2,2021-01-02
02-01-2021_01:35:54_3_3,3,3,2021-01-02
02-01-2021_13:43:13_21_2,21,2,2021-01-02
02-01-2021_09:38:56_61_1,61,1,2021-01-02
02-01-2021_15:44:46_48_2,48,2,2021-01-02
02-01-2021_13:22:03_66_3,66,3,2021-01-02
02-01-2021_02:34:57_60_1,60,1,2021-01-02
02-01-2021_17:50:06_84_2,84,2,2021-01-02
02-01-2021_11:18:23_21_1,21,1,2021-01-02
02-01-2021_18:01:51_24_3,24,3,2021-01-02
02-01-2021_06:01:54_91_2,91,2,2021-01-02
02-01-2021_22:40:35_84_3,84,3,2021-01-02
02-01-2021_10:49:24_29_1,29,1,2021-01-02
02-01-2021_11:20:05_92_2,92,2,2021-01-02
02-01-2021_01:44:21_86_1,86,1,2021-01-02
02-01-2021_15:02:33_28_2,28,2,2021-01-02
02-01-2021_12:16:36_8_1,8,1,2021-01-02
02-01-2021_02:10:48_17_1,17,1,2021-01-02
02-01-2021_08:03:20_85_1,85,1,2021-01-02
02-01-2021_20:39:05_92_1,92,1,2021-01-02
02-01-2021_05:25:36_62_1,62,1,2021-01-02
02-01-2021_12:13:06_4_3,4,3,2021-01-02
02-01-2021_08:54:18_47_2,47,2,2021-01-02
02-01-2021_08:45:06_42_2,42,2,2021-01-02
02-01-2021_22:11:18_40_2,40,2,2021-01-02
03-01-2021_12:08:04_79_3,79,3,2021-01-03
03-01-2021_20:40:06_66_1,66,1,2021-01-03
03-01-2021_11:24:21_70_1,70,1,2021-01-03
03-01-2021_02:41:58_100_1,100,1,2021-01-03
03-01-2021_13:49:32_68_1,68,1,2021-01-03
03-01-2021_15:32:23_15_1,15,1,2021-01-03
03-01-2021_08:19:39_17_2,17,2,2021-01-03
03-01-2021_15:58:27_33_2,33,2,2021-01-03
03-01-2021_14:50:33_63_3,63,3,2021-01-03
03-01-2021_18:14:08_29_3,29,3,2021-01-03
03-01-2021_07:25:55_3_2,3,2,2021-01-03
03-01-2021_11:45:11_3_1,3,1,2021-01-03
03-01-2021_06:04:28_35_2,35,2,2021-01-03
03-01-2021_13:04:17_38_2,38,2,2021-01-03
03-01-2021_04:30:21_3_2,3,2,2021-01-03
03-01-2021_20:20:47_96_2,96,2,2021-01-03
03-01-2021_04:07:21_37_1,37,1,2021-01-03
03-01-2021_03:13:06_64_1,64,1,2021-01-03
03-01-2021_15:56:05_100_3,100,3,2021-01-03
03-01-2021_20:38:25_72_2,72,2,2021-01-03
03-01-2021_12:31:30_93_3,93,3,2021-01-03
03-01-2021_23:29:51_43_1,43,1,2021-01-03
03-01-2021_06:03:28_72_1,72,1,2021-01-03
03-01-2021_04:05:14_21_3,21,3,2021-01-03
03-01-2021_02:58:13_11_3,11,3,2021-01-03
04-01-2021_10:22:16_19_3,19,3,2021-01-04
04-01-2021_21:40:43_91_1,91,1,2021-01-04
04-01-2021_11:53:26_45_3,45,3,2021-01-04
04-01-2021_23:09:39_52_2,52,2,2021-01-04
04-01-2021_08:13:20_51_2,51,2,2021-01-04
04-01-2021_19:02:57_28_1,28,1,2021-01-04
04-01-2021_06:49:37_15_2,15,2,2021-01-04
04-01-2021_01:27:15_100_3,100,3,2021-01-04
04-01-2021_17:42:13_26_1,26,1,2021-01-04
04-01-2021_19:43:13_44_1,44,1,2021-01-04
04-01-2021_20:20:39_54_3,54,3,2021-01-04
04-01-2021_21:35:07_42_3,42,3,2021-01-04
04-01-2021_10:08:36_50_1,50,1,2021-01-04
04-01-2021_07:07:36_9_3,9,3,2021-01-04
04-01-2021_04:58:14_70_3,70,3,2021-01-04
04-01-2021_23:39:55_26_1,26,1,2021-01-04
04-01-2021_03:58:48_39_2,39,2,2021-01-04
05-01-2021_08:25:24_31_3,31,3,2021-01-05
05-01-2021_06:59:01_61_1,61,1,2021-01-05
05-01-2021_21:58:28_9_3,9,3,2021-01-05
05-01-2021_06:26:20_67_1,67,1,2021-01-05
05-01-2021_21:18:20_78_1,78,1,2021-01-05
05-01-2021_04:35:48_35_3,35,3,2021-01-05
05-01-2021_09:16:28_36_3,36,3,2021-01-05
05-01-2021_18:25:29_21_2,21,2,2021-01-05
05-01-2021_11:56:04_6_3,6,3,2021-01-05
05-01-2021_12:23:07_65_3,65,3,2021-01-05
05-01-2021_06:02:37_67_2,67,2,2021-01-05
05-01-2021_22:41:11_1_2,1,2,2021-01-05
05-01-2021_22:27:40_66_2,66,2,2021-01-05
05-01-2021_22:45:39_58_2,58,2,2021-01-05
05-01-2021_03:35:24_37_2,37,2,2021-01-05
05-01-2021_08:32:01_90_3,90,3,2021-01-05
05-01-2021_04:23:22_94_1,94,1,2021-01-05
05-01-2021_12:51:20_74_1,74,1,2021-01-05
06-01-2021_20:16:25_21_1,21,1,2021-01-06
06-01-2021_14:23:37_36_3,36,3,2021-01-06
06-01-2021_10:19:45_5_1,5,1,2021-01-06
06-01-2021_11:46:17_56_1,56,1,2021-01-06
06-01-2021_14:29:23_24_2,24,2,2021-01-06
06-01-2021_12:39:08_4_1,4,1,2021-01-06
06-01-2021_18:59:04_43_3,43,3,2021-01-06
06-01-2021_03:44:14_25_2,25,2,2021-01-06
06-01-2021_14:14:47_74_3,74,3,2021-01-06
06-01-2021_07:18:59_85_1,85,1,2021-01-06
06-01-2021_13:42:31_51_2,51,2,2021-01-06
06-01-2021_18:44:17_73_3,73,3,2021-01-06
06-01-2021_06:26:35_97_2,97,2,2021-01-06
06-01-2021_21:45:52_11_2,11,2,2021-01-06
06-01-2021_10:04:14_34_1,34,1,2021-01-06
06-01-2021_05:22:19_88_3,88,3,2021-01-06
06-01-2021_23:39:18_8_1,8,1,2021-01-06
06-01-2021_18:21:49_6_1,6,1,2021-01-06
06-01-2021_18:40:28_18_2,18,2,2021-01-06
06-01-2021_19:45:12_42_2,42,2,2021-01-06
06-01-2021_04:20:43_15_1,15,1,2021-01-06
06-01-2021_09:10:18_42_3,42,3,2021-01-06
06-01-2021_02:13:01_2_3,2,3,2021-01-06
06-01-2021_10:45:26_63_2,63,2,2021-01-06
06-01-2021_14:32:37_30_3,30,3,2021-01-06
06-01-2021_04:01:35_37_2,37,2,2021-01-06
06-01-2021_09:58:45_41_2,41,2,2021-01-06
06-01-2021_20:38:57_24_2,24,2,2021-01-06
06-01-2021_10:47:45_80_1,80,1,2021-01-06
07-01-2021_09:11:38_74_2,74,2,2021-01-07
07-01-2021_02:59:19_53_1,53,1,2021-01-07
07-01-2021_13:56:58_51_3,51,3,2021-01-07
07-01-2021_13:24:37_23_2,23,2,2021-01-07
07-01-2021_19:11:42_7_2,7,2,2021-01-07
07-01-2021_03:07:29_80_3,80,3,2021-01-07
07-01-2021_23:15:49_87_3,87,3,2021-01-07
07-01-2021_10:43:46_95_1,95,1,2021-01-07
07-01-2021_06:34:32_8_1,8,1,2021-01-07
07-01-2021_12:45:07_78_1,78,1,2021-01-07
07-01-2021_09:55:44_57_3,57,3,2021-01-07
07-01-2021_09:29:55_96_2,96,2,2021-01-07
07-01-2021_19:54:26_66_2,66,2,2021-01-07
07-01-2021_05:40:09_46_3,46,3,2021-01-07
07-01-2021_04:18:34_92_2,92,2,2021-01-07
07-01-2021_01:40:19_80_1,80,1,2021-01-07
07-01-2021_06:20:27_89_3,89,3,2021-01-07
