tran_id,product_id,qty,price,purch_date
03-09-2021-18-53-51-1795,84,5,12.5,2021-09-03
03-09-2021-18-53-51-1795,7,4,6.0,2021-09-03
03-09-2021-18-53-51-1795,79,6,21.419999999999998,2021-09-03
03-09-2021-13-21-30-1798,50,1,2.6,2021-09-03
03-09-2021-13-21-30-1798,32,9,27.81,2021-09-03
03-09-2021-13-21-30-1798,43,2,7.98,2021-09-03
03-09-2021-13-21-30-1798,40,4,14.36,2021-09-03
03-09-2021-13-21-30-1798,95,4,11.96,2021-09-03
03-09-2021-13-21-30-1798,89,1,2.78,2021-09-03
03-09-2021-15-31-27-1030,100,3,5.97,2021-09-03
03-09-2021-15-31-27-1030,20,6,8.34,2021-09-03
03-09-2021-15-31-27-1030,9,3,8.97,2021-09-03
03-09-2021-15-31-27-1030,15,2,5.96,2021-09-03
03-09-2021-15-31-27-1030,22,3,8.370000000000001,2021-09-03
03-09-2021-15-31-27-1030,93,5,29.950000000000003,2021-09-03
03-09-2021-15-31-27-1030,87,1,9.99,2021-09-03
03-09-2021-15-31-27-1030,69,6,23.94,2021-09-03
03-09-2021-15-31-27-1030,67,1,2.5,2021-09-03
03-09-2021-05-47-48-1675,77,10,5.8999999999999995,2021-09-03
03-09-2021-05-47-48-1675,34,3,5.97,2021-09-03
03-09-2021-05-47-48-1675,66,5,19.950000000000003,2021-09-03
03-09-2021-05-47-48-1675,98,1,4.99,2021-09-03
03-09-2021-05-47-48-1675,50,5,13.0,2021-09-03
03-09-2021-05-47-48-1675,8,10,18.9,2021-09-03
03-09-2021-21-19-15-1194,91,7,46.9,2021-09-03
03-09-2021-21-19-15-1194,36,2,4.78,2021-09-03
03-09-2021-21-19-15-1194,25,7,16.45,2021-09-03
03-09-2021-21-19-15-1194,63,10,37.9,2021-09-03
03-09-2021-21-19-15-1194,85,7,34.93,2021-09-03
03-09-2021-20-53-42-1942,43,9,35.910000000000004,2021-09-03
03-09-2021-20-53-42-1942,11,5,24.950000000000003,2021-09-03
03-09-2021-06-16-10-1540,12,6,10.8,2021-09-03
03-09-2021-06-16-10-1540,30,3,9.3,2021-09-03
04-09-2021-02-47-31-1923,51,7,17.43,2021-09-04
04-09-2021-02-47-31-1923,59,10,27.9,2021-09-04
04-09-2021-02-47-31-1923,70,3,10.5,2021-09-04
04-09-2021-02-47-31-1923,69,8,31.92,2021-09-04
04-09-2021-02-47-31-1923,55,6,4.68,2021-09-04
04-09-2021-02-47-31-1923,86,8,10.32,2021-09-04
04-09-2021-02-47-31-1923,37,2,5.38,2021-09-04
04-09-2021-02-47-31-1923,88,1,3.99,2021-09-04
04-09-2021-02-47-31-1923,85,10,49.900000000000006,2021-09-04
04-09-2021-18-05-05-1792,6,8,15.92,2021-09-04
04-09-2021-18-05-05-1792,20,2,2.78,2021-09-04
04-09-2021-14-42-22-1900,62,6,39.0,2021-09-04
04-09-2021-14-42-22-1900,23,7,26.53,2021-09-04
04-09-2021-14-42-22-1900,35,6,12.54,2021-09-04
04-09-2021-17-43-03-1289,23,9,34.11,2021-09-04
04-09-2021-10-12-55-1625,13,2,5.96,2021-09-04
04-09-2021-10-12-55-1625,29,8,21.2,2021-09-04
04-09-2021-10-12-55-1625,34,9,17.91,2021-09-04
04-09-2021-10-12-55-1625,69,5,19.950000000000003,2021-09-04
04-09-2021-10-12-55-1625,14,1,0.99,2021-09-04
04-09-2021-20-54-14-1085,91,1,6.7,2021-09-04
04-09-2021-20-54-14-1085,98,9,44.910000000000004,2021-09-04
04-09-2021-20-54-14-1085,53,7,6.93,2021-09-04
04-09-2021-20-54-14-1085,80,10,49.800000000000004,2021-09-04
04-09-2021-20-54-14-1085,93,5,29.950000000000003,2021-09-04
04-09-2021-17-33-04-1164,88,8,31.92,2021-09-04
04-09-2021-17-33-04-1164,73,2,7.98,2021-09-04
04-09-2021-17-33-04-1164,17,2,9.0,2021-09-04
04-09-2021-17-33-04-1164,16,8,25.12,2021-09-04
04-09-2021-17-33-04-1164,89,1,2.78,2021-09-04
04-09-2021-22-50-16-1765,85,5,24.950000000000003,2021-09-04
04-09-2021-13-30-10-1660,68,7,18.13,2021-09-04
04-09-2021-13-30-10-1660,66,2,7.98,2021-09-04
04-09-2021-13-30-10-1660,14,10,9.9,2021-09-04
04-09-2021-13-30-10-1660,99,4,19.96,2021-09-04
04-09-2021-13-30-10-1660,43,1,3.99,2021-09-04
04-09-2021-13-30-10-1660,9,8,23.92,2021-09-04
04-09-2021-13-30-10-1660,97,6,35.94,2021-09-04
04-09-2021-13-30-10-1660,44,8,11.92,2021-09-04
04-09-2021-13-30-10-1660,14,4,3.96,2021-09-04
04-09-2021-23-21-14-1361,3,1,2.45,2021-09-04
04-09-2021-23-21-14-1361,65,8,63.92,2021-09-04
04-09-2021-23-21-14-1361,13,3,8.94,2021-09-04
05-09-2021-08-10-00-1765,81,9,32.31,2021-09-05
05-09-2021-08-10-00-1765,61,5,6.45,2021-09-05
05-09-2021-08-10-00-1765,39,1,2.75,2021-09-05
05-09-2021-08-10-00-1765,23,2,7.58,2021-09-05
05-09-2021-08-10-00-1765,84,9,22.5,2021-09-05
05-09-2021-09-13-33-1589,64,6,26.759999999999998,2021-09-05
05-09-2021-09-13-33-1589,31,10,24.900000000000002,2021-09-05
05-09-2021-09-13-33-1589,17,3,13.5,2021-09-05
05-09-2021-09-13-33-1589,91,5,33.5,2021-09-05
05-09-2021-09-13-33-1589,71,10,65.9,2021-09-05
05-09-2021-09-13-33-1589,49,6,23.94,2021-09-05
05-09-2021-09-13-33-1589,8,8,15.12,2021-09-05
05-09-2021-09-13-33-1589,33,10,59.900000000000006,2021-09-05
05-09-2021-09-13-33-1589,58,3,6.75,2021-09-05
05-09-2021-09-13-33-1589,65,5,39.95,2021-09-05
05-09-2021-11-55-40-1294,71,3,19.77,2021-09-05
05-09-2021-11-55-40-1294,24,4,11.2,2021-09-05
05-09-2021-11-55-40-1294,59,9,25.11,2021-09-05
05-09-2021-11-55-40-1294,20,2,2.78,2021-09-05
05-09-2021-11-55-40-1294,88,4,15.96,2021-09-05
05-09-2021-19-03-07-1307,25,4,9.4,2021-09-05
05-09-2021-10-53-06-1992,93,1,5.99,2021-09-05
05-09-2021-10-53-06-1992,6,8,15.92,2021-09-05
05-09-2021-10-53-06-1992,43,5,19.950000000000003,2021-09-05
05-09-2021-10-53-06-1992,53,8,7.92,2021-09-05
05-09-2021-10-53-06-1992,66,7,27.93,2021-09-05
05-09-2021-10-53-06-1992,11,4,19.96,2021-09-05
05-09-2021-10-53-06-1992,95,6,17.94,2021-09-05
05-09-2021-10-53-06-1992,98,8,39.92,2021-09-05
05-09-2021-10-53-06-1992,22,6,16.740000000000002,2021-09-05
05-09-2021-10-53-06-1992,78,8,30.4,2021-09-05
06-09-2021-06-52-11-1164,77,8,4.72,2021-09-06
06-09-2021-06-52-11-1164,48,5,11.950000000000001,2021-09-06
06-09-2021-06-52-11-1164,43,7,27.93,2021-09-06
06-09-2021-06-52-11-1164,9,1,2.99,2021-09-06
06-09-2021-06-52-11-1164,60,10,19.9,2021-09-06
06-09-2021-06-52-11-1164,52,4,3.48,2021-09-06
06-09-2021-06-52-11-1164,12,5,9.0,2021-09-06
06-09-2021-06-52-11-1164,14,10,9.9,2021-09-06
06-09-2021-06-52-11-1164,79,9,32.129999999999995,2021-09-06
06-09-2021-06-52-11-1164,74,9,8.549999999999999,2021-09-06
06-09-2021-19-55-24-1346,9,3,8.97,2021-09-06
06-09-2021-19-55-24-1346,99,1,4.99,2021-09-06
06-09-2021-19-55-24-1346,43,9,35.910000000000004,2021-09-06
06-09-2021-19-55-24-1346,12,3,5.4,2021-09-06
06-09-2021-19-55-24-1346,77,5,2.9499999999999997,2021-09-06
06-09-2021-19-55-24-1346,29,10,26.5,2021-09-06
06-09-2021-19-55-24-1346,71,10,65.9,2021-09-06
06-09-2021-19-55-24-1346,51,3,7.470000000000001,2021-09-06
06-09-2021-05-51-08-1900,60,1,1.99,2021-09-06
06-09-2021-05-51-08-1900,92,6,14.940000000000001,2021-09-06
06-09-2021-08-08-24-1336,5,7,12.25,2021-09-06
06-09-2021-08-08-24-1336,86,6,7.74,2021-09-06
06-09-2021-08-08-24-1336,50,5,13.0,2021-09-06
06-09-2021-08-08-24-1336,8,10,18.9,2021-09-06
06-09-2021-17-18-15-1289,90,5,4.95,2021-09-06
06-09-2021-17-18-15-1289,5,9,15.75,2021-09-06
06-09-2021-17-18-15-1289,44,7,10.43,2021-09-06
06-09-2021-17-18-15-1289,49,4,15.96,2021-09-06
06-09-2021-17-18-15-1289,57,7,13.93,2021-09-06
06-09-2021-17-18-15-1289,55,2,1.56,2021-09-06
06-09-2021-07-53-35-1489,81,2,7.18,2021-09-06
06-09-2021-07-53-35-1489,67,5,12.5,2021-09-06
06-09-2021-07-53-35-1489,86,8,10.32,2021-09-06
06-09-2021-17-51-43-1620,93,5,29.950000000000003,2021-09-06
06-09-2021-17-51-43-1620,46,6,4.14,2021-09-06
06-09-2021-17-51-43-1620,80,2,9.96,2021-09-06
06-09-2021-17-51-43-1620,80,9,44.82000000000001,2021-09-06
06-09-2021-17-51-43-1620,28,5,14.450000000000001,2021-09-06
06-09-2021-17-51-43-1620,84,9,22.5,2021-09-06
06-09-2021-17-51-43-1620,7,8,12.0,2021-09-06
06-09-2021-06-21-14-1142,46,8,5.52,2021-09-06
06-09-2021-10-39-59-1164,93,6,35.94,2021-09-06
06-09-2021-10-39-59-1164,70,9,31.5,2021-09-06
06-09-2021-10-39-59-1164,16,7,21.98,2021-09-06
06-09-2021-10-39-59-1164,70,9,31.5,2021-09-06
07-09-2021-00-41-40-1366,89,8,22.24,2021-09-07
07-09-2021-00-41-40-1366,12,6,10.8,2021-09-07
07-09-2021-00-41-40-1366,5,2,3.5,2021-09-07
07-09-2021-00-41-40-1366,75,1,8.79,2021-09-07
07-09-2021-00-41-40-1366,1,7,10.5,2021-09-07
07-09-2021-00-41-40-1366,62,2,13.0,2021-09-07
07-09-2021-00-41-40-1366,36,10,23.900000000000002,2021-09-07
07-09-2021-00-41-40-1366,4,9,26.910000000000004,2021-09-07
07-09-2021-02-56-39-1884,81,1,3.59,2021-09-07
07-09-2021-02-03-02-1522,26,9,26.82,2021-09-07
07-09-2021-02-03-02-1522,8,3,5.67,2021-09-07
07-09-2021-02-03-02-1522,10,9,16.11,2021-09-07
07-09-2021-02-03-02-1522,94,3,5.97,2021-09-07
07-09-2021-02-03-02-1522,83,9,1.89,2021-09-07
07-09-2021-02-03-02-1522,79,8,28.56,2021-09-07
07-09-2021-02-03-02-1522,3,4,9.8,2021-09-07
07-09-2021-02-03-02-1522,65,10,79.9,2021-09-07
07-09-2021-02-29-14-1422,10,5,8.95,2021-09-07
07-09-2021-02-29-14-1422,10,5,8.95,2021-09-07
07-09-2021-02-29-14-1422,99,3,14.97,2021-09-07
07-09-2021-02-29-14-1422,72,10,38.4,2021-09-07
07-09-2021-02-29-14-1422,86,6,7.74,2021-09-07
07-09-2021-03-45-05-1549,16,6,18.84,2021-09-07
07-09-2021-03-45-05-1549,54,7,5.95,2021-09-07
07-09-2021-03-45-05-1549,67,6,15.0,2021-09-07
07-09-2021-03-45-05-1549,44,6,8.94,2021-09-07
07-09-2021-03-45-05-1549,3,10,24.5,2021-09-07
07-09-2021-03-45-05-1549,100,10,19.9,2021-09-07
07-09-2021-03-45-05-1549,41,5,11.950000000000001,2021-09-07
07-09-2021-03-45-05-1549,56,9,14.31,2021-09-07
07-09-2021-21-34-42-1798,23,1,3.79,2021-09-07
07-09-2021-07-00-36-1030,40,4,14.36,2021-09-07
07-09-2021-07-00-36-1030,60,5,9.95,2021-09-07
07-09-2021-07-00-36-1030,62,8,52.0,2021-09-07
07-09-2021-07-00-36-1030,6,5,9.95,2021-09-07
07-09-2021-10-47-35-1856,39,4,11.0,2021-09-07
07-09-2021-10-47-35-1856,3,5,12.25,2021-09-07
07-09-2021-10-47-35-1856,89,7,19.459999999999997,2021-09-07
07-09-2021-10-47-35-1856,47,1,2.5,2021-09-07
07-09-2021-10-47-35-1856,62,9,58.5,2021-09-07
07-09-2021-10-47-35-1856,87,1,9.99,2021-09-07
07-09-2021-10-47-35-1856,67,6,15.0,2021-09-07
07-09-2021-10-47-35-1856,27,4,8.6,2021-09-07
07-09-2021-20-10-22-1101,5,10,17.5,2021-09-07
07-09-2021-20-10-22-1101,51,7,17.43,2021-09-07
07-09-2021-20-10-22-1101,29,8,21.2,2021-09-07
07-09-2021-20-10-22-1101,12,2,3.6,2021-09-07
07-09-2021-20-10-22-1101,19,9,31.05,2021-09-07
07-09-2021-20-10-22-1101,20,9,12.51,2021-09-07
07-09-2021-20-10-22-1101,42,3,1.17,2021-09-07
07-09-2021-20-10-22-1101,71,10,65.9,2021-09-07
07-09-2021-20-10-22-1101,29,3,7.949999999999999,2021-09-07
07-09-2021-20-10-22-1101,87,4,39.96,2021-09-07
08-09-2021-18-53-30-1414,87,5,49.95,2021-09-08
08-09-2021-18-53-30-1414,91,9,60.300000000000004,2021-09-08
08-09-2021-06-58-17-1366,77,6,3.54,2021-09-08
08-09-2021-06-58-17-1366,56,9,14.31,2021-09-08
08-09-2021-06-58-17-1366,100,6,11.94,2021-09-08
08-09-2021-06-58-17-1366,92,1,2.49,2021-09-08
08-09-2021-06-58-17-1366,45,5,4.95,2021-09-08
08-09-2021-06-58-17-1366,43,9,35.910000000000004,2021-09-08
08-09-2021-06-58-17-1366,23,5,18.95,2021-09-08
08-09-2021-06-58-17-1366,41,8,19.12,2021-09-08
08-09-2021-03-25-55-1368,29,8,21.2,2021-09-08
08-09-2021-03-25-55-1368,93,2,11.98,2021-09-08
08-09-2021-03-25-55-1368,38,9,31.5,2021-09-08
08-09-2021-03-25-55-1368,38,10,35.0,2021-09-08
08-09-2021-11-36-41-1487,15,2,5.96,2021-09-08
08-09-2021-11-36-41-1487,44,5,7.45,2021-09-08
08-09-2021-11-36-41-1487,8,8,15.12,2021-09-08
08-09-2021-11-36-41-1487,93,7,41.93,2021-09-08
08-09-2021-11-36-41-1487,81,8,28.72,2021-09-08
08-09-2021-11-36-41-1487,79,9,32.129999999999995,2021-09-08
08-09-2021-04-13-27-1928,87,3,29.97,2021-09-08
08-09-2021-14-18-33-1942,96,5,13.75,2021-09-08
08-09-2021-14-18-33-1942,43,1,3.99,2021-09-08
08-09-2021-14-18-33-1942,87,7,69.93,2021-09-08
08-09-2021-14-18-33-1942,18,3,11.64,2021-09-08
08-09-2021-14-18-33-1942,17,1,4.5,2021-09-08
08-09-2021-14-18-33-1942,84,7,17.5,2021-09-08
08-09-2021-14-18-33-1942,72,2,7.68,2021-09-08
08-09-2021-14-18-33-1942,54,10,8.5,2021-09-08
08-09-2021-14-18-33-1942,86,8,10.32,2021-09-08
08-09-2021-14-18-33-1942,65,4,31.96,2021-09-08
08-09-2021-00-08-19-1368,74,1,0.95,2021-09-08
08-09-2021-00-08-19-1368,98,4,19.96,2021-09-08
08-09-2021-00-08-19-1368,69,7,27.93,2021-09-08
08-09-2021-07-03-11-1336,73,7,27.93,2021-09-08
09-09-2021-13-07-44-1385,79,5,17.849999999999998,2021-09-09
09-09-2021-13-07-44-1385,93,1,5.99,2021-09-09
09-09-2021-13-07-44-1385,96,10,27.5,2021-09-09
09-09-2021-13-07-44-1385,70,9,31.5,2021-09-09
09-09-2021-13-07-44-1385,62,1,6.5,2021-09-09
09-09-2021-12-07-54-1697,46,6,4.14,2021-09-09
09-09-2021-12-07-54-1697,30,7,21.7,2021-09-09
09-09-2021-12-07-54-1697,16,8,25.12,2021-09-09
09-09-2021-05-35-50-1886,12,10,18.0,2021-09-09
09-09-2021-05-35-50-1886,40,4,14.36,2021-09-09
09-09-2021-05-35-50-1886,42,8,3.12,2021-09-09
09-09-2021-05-35-50-1886,79,5,17.849999999999998,2021-09-09
09-09-2021-05-35-50-1886,30,8,24.8,2021-09-09
09-09-2021-05-35-50-1886,40,5,17.95,2021-09-09
09-09-2021-03-27-33-1886,77,3,1.77,2021-09-09
09-09-2021-03-27-33-1886,80,5,24.900000000000002,2021-09-09
09-09-2021-03-27-33-1886,90,8,7.92,2021-09-09
09-09-2021-16-11-10-1881,2,9,11.25,2021-09-09
09-09-2021-16-11-10-1881,61,7,9.030000000000001,2021-09-09
09-09-2021-16-11-10-1881,22,1,2.79,2021-09-09
09-09-2021-16-11-10-1881,1,1,1.5,2021-09-09
09-09-2021-16-11-10-1881,57,4,7.96,2021-09-09
09-09-2021-16-11-10-1881,87,8,79.92,2021-09-09
09-09-2021-16-11-10-1881,41,10,23.900000000000002,2021-09-09
09-09-2021-16-11-10-1881,16,1,3.14,2021-09-09
09-09-2021-16-11-10-1881,87,8,79.92,2021-09-09
09-09-2021-16-11-10-1881,68,7,18.13,2021-09-09
09-09-2021-05-09-38-1164,82,8,63.92,2021-09-09
09-09-2021-05-09-38-1164,44,3,4.47,2021-09-09
09-09-2021-05-09-38-1164,22,4,11.16,2021-09-09
09-09-2021-14-14-25-1475,54,7,5.95,2021-09-09
09-09-2021-14-14-25-1475,96,5,13.75,2021-09-09
09-09-2021-14-14-25-1475,65,4,31.96,2021-09-09
09-09-2021-21-56-00-1900,78,1,3.8,2021-09-09
09-09-2021-21-56-00-1900,36,1,2.39,2021-09-09
09-09-2021-21-56-00-1900,52,8,6.96,2021-09-09
10-09-2021-06-16-26-1402,38,8,28.0,2021-09-10
10-09-2021-12-41-51-1346,89,9,25.02,2021-09-10
10-09-2021-12-41-51-1346,11,4,19.96,2021-09-10
10-09-2021-12-41-51-1346,67,6,15.0,2021-09-10
10-09-2021-12-41-51-1346,64,8,35.68,2021-09-10
10-09-2021-12-41-51-1346,52,5,4.35,2021-09-10
10-09-2021-12-41-51-1346,78,2,7.6,2021-09-10
10-09-2021-12-41-51-1346,64,3,13.379999999999999,2021-09-10
10-09-2021-12-41-51-1346,4,8,23.92,2021-09-10
10-09-2021-12-41-51-1346,65,4,31.96,2021-09-10
10-09-2021-15-09-03-1336,19,5,17.25,2021-09-10
10-09-2021-15-09-03-1336,36,3,7.17,2021-09-10
10-09-2021-02-15-49-1881,47,6,15.0,2021-09-10
10-09-2021-02-15-49-1881,29,6,15.899999999999999,2021-09-10
10-09-2021-21-54-51-1992,46,5,3.4499999999999997,2021-09-10
10-09-2021-21-54-51-1992,27,2,4.3,2021-09-10
10-09-2021-21-54-51-1992,66,8,31.92,2021-09-10
10-09-2021-21-54-51-1992,82,4,31.96,2021-09-10
10-09-2021-21-54-51-1992,80,9,44.82000000000001,2021-09-10
10-09-2021-21-54-51-1992,47,1,2.5,2021-09-10
10-09-2021-21-54-51-1992,10,7,12.530000000000001,2021-09-10
10-09-2021-10-33-48-1251,89,5,13.899999999999999,2021-09-10
10-09-2021-10-33-48-1251,97,10,59.900000000000006,2021-09-10
10-09-2021-10-33-48-1251,68,3,7.77,2021-09-10
10-09-2021-10-33-48-1251,44,3,4.47,2021-09-10
10-09-2021-10-33-48-1251,59,6,16.740000000000002,2021-09-10
10-09-2021-10-33-48-1251,30,10,31.0,2021-09-10
10-09-2021-10-33-48-1251,3,10,24.5,2021-09-10
10-09-2021-10-33-48-1251,76,8,4.56,2021-09-10
10-09-2021-10-33-48-1251,58,6,13.5,2021-09-10
10-09-2021-10-33-48-1251,20,3,4.17,2021-09-10
10-09-2021-13-03-45-1200,13,9,26.82,2021-09-10
10-09-2021-13-03-45-1200,89,4,11.12,2021-09-10
10-09-2021-22-16-55-1942,67,5,12.5,2021-09-10
10-09-2021-22-16-55-1942,26,8,23.84,2021-09-10
10-09-2021-22-16-55-1942,40,3,10.77,2021-09-10
10-09-2021-22-16-55-1942,49,2,7.98,2021-09-10
10-09-2021-22-16-55-1942,16,3,9.42,2021-09-10
10-09-2021-22-16-55-1942,26,3,8.94,2021-09-10
11-09-2021-22-24-20-1031,76,1,0.57,2021-09-11
11-09-2021-22-24-20-1031,18,10,38.8,2021-09-11
11-09-2021-22-24-20-1031,13,10,29.8,2021-09-11
11-09-2021-21-27-52-1333,38,1,3.5,2021-09-11
11-09-2021-21-27-52-1333,21,6,17.94,2021-09-11
11-09-2021-21-27-52-1333,37,2,5.38,2021-09-11
11-09-2021-21-27-52-1333,85,2,9.98,2021-09-11
11-09-2021-21-27-52-1333,93,1,5.99,2021-09-11
11-09-2021-21-27-52-1333,44,8,11.92,2021-09-11
11-09-2021-21-27-52-1333,95,7,20.93,2021-09-11
11-09-2021-21-27-52-1333,91,8,53.6,2021-09-11
11-09-2021-21-27-52-1333,46,4,2.76,2021-09-11
11-09-2021-21-34-24-1997,66,5,19.950000000000003,2021-09-11
11-09-2021-21-34-24-1997,58,5,11.25,2021-09-11
11-09-2021-21-34-24-1997,77,1,0.59,2021-09-11
11-09-2021-21-34-24-1997,80,6,29.880000000000003,2021-09-11
11-09-2021-21-34-24-1997,1,3,4.5,2021-09-11
11-09-2021-21-34-24-1997,7,6,9.0,2021-09-11
11-09-2021-21-34-24-1997,27,4,8.6,2021-09-11
11-09-2021-21-34-24-1997,18,9,34.92,2021-09-11
11-09-2021-21-34-24-1997,94,8,15.92,2021-09-11
11-09-2021-13-59-34-1589,92,2,4.98,2021-09-11
11-09-2021-13-59-34-1589,24,1,2.8,2021-09-11
11-09-2021-08-02-40-1721,90,4,3.96,2021-09-11
11-09-2021-08-02-40-1721,93,10,59.900000000000006,2021-09-11
11-09-2021-08-02-40-1721,98,5,24.950000000000003,2021-09-11
11-09-2021-08-02-40-1721,60,8,15.92,2021-09-11
11-09-2021-08-02-40-1721,69,6,23.94,2021-09-11
11-09-2021-08-02-40-1721,98,2,9.98,2021-09-11
12-09-2021-03-57-02-1372,76,6,3.42,2021-09-12
12-09-2021-03-57-02-1372,4,6,17.94,2021-09-12
12-09-2021-03-57-02-1372,20,10,13.899999999999999,2021-09-12
12-09-2021-00-33-58-1366,35,7,14.629999999999999,2021-09-12
12-09-2021-00-33-58-1366,52,9,7.83,2021-09-12
12-09-2021-00-33-58-1366,87,3,29.97,2021-09-12
12-09-2021-00-33-58-1366,43,1,3.99,2021-09-12
12-09-2021-12-12-11-1013,70,2,7.0,2021-09-12
12-09-2021-12-12-11-1013,98,5,24.950000000000003,2021-09-12
12-09-2021-00-23-38-1361,96,1,2.75,2021-09-12
12-09-2021-00-23-38-1361,59,9,25.11,2021-09-12
12-09-2021-00-23-38-1361,95,3,8.97,2021-09-12
12-09-2021-00-23-38-1361,56,7,11.13,2021-09-12
12-09-2021-00-23-38-1361,57,3,5.97,2021-09-12
12-09-2021-00-23-38-1361,30,9,27.900000000000002,2021-09-12
12-09-2021-00-23-38-1361,67,1,2.5,2021-09-12
12-09-2021-00-23-38-1361,25,6,14.100000000000001,2021-09-12
12-09-2021-00-23-38-1361,94,1,1.99,2021-09-12
12-09-2021-05-08-48-1013,99,4,19.96,2021-09-12
12-09-2021-05-08-48-1013,44,9,13.41,2021-09-12
12-09-2021-05-08-48-1013,63,6,22.740000000000002,2021-09-12
12-09-2021-05-08-48-1013,18,10,38.8,2021-09-12
12-09-2021-05-08-48-1013,18,1,3.88,2021-09-12
12-09-2021-05-08-48-1013,78,10,38.0,2021-09-12
12-09-2021-05-08-48-1013,98,2,9.98,2021-09-12
12-09-2021-05-08-48-1013,77,9,5.31,2021-09-12
12-09-2021-05-08-48-1013,90,7,6.93,2021-09-12
12-09-2021-05-08-48-1013,74,10,9.5,2021-09-12
12-09-2021-22-57-45-1085,6,10,19.9,2021-09-12
12-09-2021-22-57-45-1085,63,4,15.16,2021-09-12
12-09-2021-22-57-45-1085,38,8,28.0,2021-09-12
12-09-2021-22-57-45-1085,37,2,5.38,2021-09-12
12-09-2021-22-57-45-1085,32,8,24.72,2021-09-12
12-09-2021-22-57-45-1085,43,2,7.98,2021-09-12
12-09-2021-22-57-45-1085,30,3,9.3,2021-09-12
12-09-2021-06-55-01-1222,10,6,10.74,2021-09-12
12-09-2021-06-55-01-1222,75,1,8.79,2021-09-12
12-09-2021-06-55-01-1222,51,3,7.470000000000001,2021-09-12
12-09-2021-06-55-01-1222,34,2,3.98,2021-09-12
12-09-2021-06-55-01-1222,12,8,14.4,2021-09-12
12-09-2021-06-55-01-1222,41,4,9.56,2021-09-12
12-09-2021-06-55-01-1222,90,7,6.93,2021-09-12
12-09-2021-06-55-01-1222,19,3,10.350000000000001,2021-09-12
12-09-2021-08-58-26-1336,19,5,17.25,2021-09-12
12-09-2021-08-58-26-1336,11,4,19.96,2021-09-12
12-09-2021-11-54-25-1625,3,4,9.8,2021-09-12
12-09-2021-11-54-25-1625,50,10,26.0,2021-09-12
12-09-2021-11-54-25-1625,7,4,6.0,2021-09-12
12-09-2021-11-54-25-1625,46,10,6.8999999999999995,2021-09-12
12-09-2021-11-54-25-1625,56,2,3.18,2021-09-12
12-09-2021-07-50-58-1855,70,1,3.5,2021-09-12
12-09-2021-07-50-58-1855,42,5,1.9500000000000002,2021-09-12
12-09-2021-07-50-58-1855,10,8,14.32,2021-09-12
12-09-2021-07-50-58-1855,90,2,1.98,2021-09-12
12-09-2021-07-50-58-1855,1,5,7.5,2021-09-12
12-09-2021-07-50-58-1855,95,1,2.99,2021-09-12
12-09-2021-07-50-58-1855,63,2,7.58,2021-09-12
12-09-2021-07-50-58-1855,55,5,3.9000000000000004,2021-09-12
12-09-2021-18-44-28-1336,60,5,9.95,2021-09-12
12-09-2021-18-44-28-1336,92,8,19.92,2021-09-12
12-09-2021-18-44-28-1336,14,4,3.96,2021-09-12
12-09-2021-18-44-28-1336,38,10,35.0,2021-09-12
12-09-2021-18-44-28-1336,82,4,31.96,2021-09-12
12-09-2021-18-44-28-1336,76,6,3.42,2021-09-12
12-09-2021-23-25-26-1942,50,9,23.400000000000002,2021-09-12
12-09-2021-23-25-26-1942,95,10,29.900000000000002,2021-09-12
12-09-2021-23-25-26-1942,36,6,14.34,2021-09-12
12-09-2021-19-53-58-1856,70,6,21.0,2021-09-12
12-09-2021-19-53-58-1856,99,5,24.950000000000003,2021-09-12
12-09-2021-19-53-58-1856,37,1,2.69,2021-09-12
13-09-2021-16-43-44-1520,90,1,0.99,2021-09-13
13-09-2021-16-43-44-1520,64,8,35.68,2021-09-13
13-09-2021-16-43-44-1520,12,1,1.8,2021-09-13
13-09-2021-16-43-44-1520,11,3,14.97,2021-09-13
13-09-2021-16-43-44-1520,32,10,30.9,2021-09-13
13-09-2021-02-17-07-1765,1,2,3.0,2021-09-13
13-09-2021-02-17-07-1765,9,2,5.98,2021-09-13
13-09-2021-02-17-07-1765,88,7,27.93,2021-09-13
13-09-2021-02-17-07-1765,98,2,9.98,2021-09-13
13-09-2021-02-17-07-1765,28,5,14.450000000000001,2021-09-13
13-09-2021-02-17-07-1765,35,1,2.09,2021-09-13
13-09-2021-02-17-07-1765,86,8,10.32,2021-09-13
13-09-2021-02-17-07-1765,14,5,4.95,2021-09-13
13-09-2021-17-51-15-1765,45,5,4.95,2021-09-13
13-09-2021-17-51-15-1765,29,10,26.5,2021-09-13
13-09-2021-11-47-07-1100,80,6,29.880000000000003,2021-09-13
13-09-2021-11-47-07-1100,21,7,20.93,2021-09-13
13-09-2021-07-43-07-1540,46,8,5.52,2021-09-13
13-09-2021-07-43-07-1540,36,8,19.12,2021-09-13
13-09-2021-07-43-07-1540,45,10,9.9,2021-09-13
13-09-2021-06-31-04-1010,31,9,22.410000000000004,2021-09-13
13-09-2021-06-31-04-1010,88,9,35.910000000000004,2021-09-13
13-09-2021-06-31-04-1010,79,4,14.28,2021-09-13
13-09-2021-06-31-04-1010,72,1,3.84,2021-09-13
13-09-2021-06-31-04-1010,5,5,8.75,2021-09-13
13-09-2021-11-16-12-1549,91,1,6.7,2021-09-13
13-09-2021-11-16-12-1549,67,6,15.0,2021-09-13
