,member_id,product_id,total_trans
2473,1289,60,39.8
2474,1289,61,37.41
2475,1289,62,91.0
2476,1289,63,106.12
2477,1289,64,62.44
2478,1289,65,79.9
2479,1289,66,63.84
2480,1289,67,57.5
2481,1289,68,82.88
2482,1289,69,23.94
2483,1289,70,45.5
2484,1289,71,158.16
2485,1289,72,157.44
2486,1289,73,135.66
2487,1289,74,20.9
2488,1289,75,219.75
2489,1289,76,13.11
2490,1289,77,23.01
2491,1289,78,64.6
2492,1289,79,35.7
2493,1289,80,179.28
2494,1289,81,89.75
2495,1289,82,407.49
2496,1289,83,6.09
2497,1289,84,10.0
2498,1289,85,109.78
2499,1289,86,2.58
2500,1289,87,129.87
2501,1289,88,67.83
2502,1289,89,69.5
2503,1289,90,12.87
2504,1289,91,46.9
2505,1289,92,102.09
2506,1289,93,71.88
2507,1289,94,57.71
2508,1289,95,53.82
2509,1289,96,88.0
2510,1289,97,245.59
2511,1289,98,159.68
2512,1289,99,104.79
2513,1289,100,45.77
2514,1292,1,27.0
2515,1292,2,15.0
2516,1292,3,98.0
2517,1292,4,71.76
2518,1292,5,50.75
2519,1292,6,75.62
2520,1292,7,9.0
2521,1292,8,49.14
2522,1292,9,29.9
2523,1292,10,25.06
2524,1292,11,49.9
2525,1292,12,41.4
2526,1292,13,119.2
2527,1292,14,8.91
2528,1292,15,11.92
2529,1292,16,12.56
2530,1292,17,180.0
2531,1292,18,38.8
2532,1292,19,27.6
2533,1292,20,16.68
2534,1292,21,74.75
2535,1292,22,61.38
2536,1292,23,94.75
2537,1292,24,84.0
2538,1292,25,68.15
2539,1292,26,23.84
2540,1292,27,58.05
2541,1292,28,80.92
2542,1292,29,74.2
2543,1292,30,65.1
2544,1292,31,64.74
2545,1292,32,71.07
2546,1292,33,47.92
2547,1292,34,49.75
2548,1292,36,45.41
2549,1292,37,64.56
2550,1292,38,38.5
2551,1292,39,123.75
2552,1292,40,125.65
2553,1292,41,38.24
2554,1292,42,5.85
2555,1292,43,39.9
2556,1292,44,49.17
2557,1292,45,15.84
2558,1292,46,9.66
2559,1292,47,60.0
2560,1292,48,31.07
2561,1292,49,75.81
2562,1292,50,52.0
2563,1292,51,109.56
2564,1292,52,24.36
2565,1292,53,8.91
2566,1292,54,22.95
2567,1292,55,42.9
2568,1292,56,25.44
2569,1292,57,23.88
2570,1292,58,31.5
2571,1292,59,147.87
2572,1292,60,43.78
2573,1292,61,38.7
2574,1292,62,39.0
2575,1292,63,109.91
2576,1292,64,111.5
2577,1292,65,55.93
2578,1292,66,23.94
2579,1292,67,45.0
2580,1292,68,90.65
2581,1292,69,31.92
2582,1292,70,87.5
2583,1292,71,39.54
2584,1292,72,161.28
2585,1292,73,67.83
2586,1292,74,32.3
2587,1292,75,123.06
2588,1292,76,9.12
2589,1292,77,2.36
2590,1292,78,49.4
2591,1292,79,67.83
2592,1292,80,159.36
2593,1292,81,43.08
2594,1292,82,87.89
2595,1292,83,3.36
2596,1292,84,37.5
2597,1292,85,94.81
2598,1292,86,16.77
2599,1292,87,99.9
2600,1292,89,36.14
2601,1292,90,8.91
2602,1292,91,160.8
2603,1292,92,97.11
2604,1292,93,95.84
2605,1292,94,11.94
2606,1292,95,68.77
2607,1292,96,16.5
2608,1292,97,47.92
2609,1292,98,49.9
2610,1292,99,164.67
2611,1292,100,43.78
2612,1294,1,28.5
2613,1294,2,28.75
2614,1294,3,56.35
2615,1294,4,32.89
2616,1294,5,29.75
2617,1294,6,33.83
2618,1294,7,33.0
2619,1294,8,30.24
2620,1294,9,23.92
2621,1294,10,44.75
2622,1294,11,84.83
2623,1294,12,32.4
2624,1294,13,59.6
2625,1294,14,0.99
2626,1294,15,26.82
2627,1294,16,50.24
2628,1294,17,31.5
2629,1294,18,131.92
2630,1294,19,72.45
2631,1294,20,23.63
2632,1294,21,35.88
2633,1294,22,25.11
2634,1294,23,45.48
2635,1294,24,39.2
2636,1294,25,79.9
2637,1294,26,26.82
2638,1294,27,2.15
2639,1294,28,60.69
2640,1294,29,31.8
2641,1294,30,58.9
2642,1294,31,7.47
2643,1294,32,80.34
2644,1294,33,137.77
2645,1294,34,85.57
2646,1294,35,4.18
2647,1294,36,35.85
2648,1294,37,72.63
2649,1294,38,52.5
2650,1294,39,13.75
2651,1294,40,78.98
2652,1294,41,33.46
2653,1294,42,5.85
2654,1294,43,43.89
2655,1294,44,2.98
2656,1294,45,4.95
2657,1294,46,6.9
2658,1294,47,32.5
2659,1294,48,52.58
2660,1294,49,135.66
2661,1294,50,57.2
2662,1294,51,17.43
2663,1294,52,23.49
2664,1294,53,27.72
2665,1294,54,8.5
2666,1294,55,13.26
2667,1294,56,6.36
2668,1294,57,37.81
2669,1294,58,65.25
2670,1294,59,89.28
2671,1294,60,21.89
2672,1294,61,23.22
2673,1294,62,234.0
2674,1294,63,22.74
2675,1294,64,62.44
2676,1294,65,47.94
2677,1294,66,83.79
2678,1294,67,15.0
2679,1294,68,36.26
2680,1294,69,39.9
2681,1294,70,21.0
2682,1294,71,72.49
2683,1294,72,126.72
2684,1294,73,19.95
2685,1294,74,41.8
2686,1294,75,43.95
2687,1294,76,0.57
2688,1294,77,16.52
2689,1294,78,87.4
2690,1294,79,14.28
2691,1294,80,109.56
2692,1294,81,57.44
2693,1294,82,151.81
2694,1294,83,6.51
2695,1294,84,15.0
2696,1294,85,119.76
2697,1294,86,15.48
2698,1294,87,99.9
2699,1294,88,155.61
2700,1294,89,16.68
2701,1294,90,10.89
2702,1294,91,60.3
2703,1294,92,62.25
2704,1294,93,83.86
2705,1294,94,19.9
2706,1294,95,26.91
2707,1294,96,35.75
2708,1294,97,227.62
2709,1294,98,119.76
2710,1294,99,79.84
2711,1294,100,9.95
2712,1298,1,45.0
2713,1298,2,37.5
2714,1298,3,73.5
2715,1298,4,47.84
2716,1298,6,27.86
2717,1298,7,16.5
2718,1298,8,37.8
2719,1298,9,95.68
2720,1298,10,46.54
2721,1298,11,84.83
2722,1298,12,43.2
2723,1298,13,131.12
2724,1298,14,2.97
2725,1298,15,29.8
2726,1298,16,97.34
2727,1298,17,22.5
2728,1298,18,116.4
2729,1298,19,24.15
2730,1298,20,9.73
2731,1298,21,89.7
2732,1298,22,61.38
2733,1298,23,128.86
2734,1298,24,56.0
2735,1298,25,77.55
2736,1298,26,71.52
2737,1298,27,64.5
2738,1298,28,17.34
2739,1298,29,34.45
2740,1298,30,74.4
2741,1298,31,94.62
2742,1298,32,86.52
2743,1298,33,113.81
2744,1298,34,55.72
2745,1298,35,39.71
2746,1298,36,38.24
2747,1298,37,43.04
2748,1298,38,42.0
2749,1298,39,68.75
2750,1298,40,78.98
2751,1298,41,43.02
2752,1298,42,1.17
2753,1298,43,3.99
2754,1298,44,4.47
2755,1298,45,8.91
2756,1298,46,9.66
2757,1298,47,57.5
2758,1298,48,21.51
2759,1298,49,71.82
2760,1298,50,52.0
2761,1298,51,39.84
2762,1298,52,23.49
2763,1298,53,0.99
2764,1298,54,17.0
2765,1298,55,7.8
2766,1298,56,20.67
2767,1298,57,33.83
2768,1298,59,117.18
2769,1298,60,71.64
2770,1298,61,10.32
2771,1298,62,208.0
2772,1298,63,79.59
2773,1298,64,44.6
2774,1298,65,183.77
2775,1298,66,3.99
2776,1298,67,55.0
2777,1298,68,38.85
2778,1298,69,115.71
2779,1298,70,17.5
2780,1298,71,65.9
2781,1298,72,107.52
2782,1298,73,67.83
2783,1298,74,18.05
2784,1298,75,307.65
2785,1298,76,19.95
2786,1298,77,5.9
2787,1298,78,53.2
2788,1298,79,114.24
2789,1298,80,9.96
2790,1298,81,82.57
2791,1298,82,199.75
2792,1298,83,5.67
2793,1298,84,30.0
2794,1298,85,139.72
2795,1298,86,29.67
2796,1298,87,259.74
2797,1298,88,239.4
2798,1298,89,30.58
2799,1298,91,160.8
2800,1298,93,47.92
2801,1298,94,43.78
2802,1298,95,50.83
2803,1298,96,38.5
2804,1298,97,137.77
2805,1298,98,69.86
2806,1298,99,74.85
2807,1298,100,37.81
2808,1307,1,27.0
2809,1307,2,20.0
2810,1307,3,36.75
2811,1307,4,104.65
2812,1307,5,50.75
2813,1307,6,61.69
2814,1307,7,33.0
2815,1307,8,45.36
2816,1307,9,110.63
2817,1307,10,25.06
2818,1307,11,144.71
2819,1307,12,10.8
2820,1307,13,68.54
2821,1307,14,35.64
2822,1307,15,62.58
2823,1307,16,69.08
2824,1307,17,81.0
2825,1307,18,69.84
2826,1307,19,65.55
2827,1307,20,27.8
2828,1307,21,35.88
2829,1307,22,30.69
2830,1307,23,11.37
2831,1307,24,53.2
2832,1307,25,42.3
2833,1307,26,89.4
2834,1307,27,45.15
2835,1307,28,28.9
2836,1307,29,31.8
2837,1307,30,37.2
2838,1307,31,2.49
2839,1307,32,71.07
2840,1307,33,167.72
2841,1307,35,41.8
2842,1307,36,11.95
2843,1307,37,43.04
2844,1307,38,63.0
2845,1307,39,38.5
2846,1307,40,17.95
2847,1307,41,83.65
2848,1307,42,8.97
2849,1307,43,19.95
2850,1307,44,53.64
2851,1307,45,46.53
2852,1307,46,17.25
2853,1307,47,37.5
2854,1307,48,19.12
2855,1307,49,143.64
2856,1307,50,80.6
2857,1307,51,52.29
2858,1307,52,26.97
2859,1307,53,15.84
2860,1307,54,8.5
2861,1307,55,0.78
2862,1307,56,28.62
2863,1307,57,53.73
2864,1307,58,38.25
2865,1307,59,189.72
2866,1307,60,85.57
2867,1307,61,49.02
2868,1307,62,195.0
2869,1307,63,53.06
2870,1307,64,214.08
2871,1307,66,159.6
2872,1307,67,75.0
2873,1307,69,23.94
2874,1307,70,14.0
2875,1307,71,98.85
2876,1307,72,199.68
2877,1307,73,95.76
2878,1307,74,19.0
2879,1307,75,228.54
2880,1307,76,6.27
2881,1307,77,2.36
2882,1307,78,79.8
2883,1307,79,32.13
2884,1307,80,169.32
2885,1307,81,28.72
2886,1307,82,111.86
2887,1307,83,5.88
2888,1307,84,42.5
2889,1307,85,109.78
2890,1307,86,28.38
2891,1307,87,119.88
2892,1307,88,151.62
2893,1307,89,94.52
2894,1307,90,15.84
2895,1307,91,154.1
2896,1307,92,42.33
2897,1307,93,185.69
2898,1307,94,13.93
2899,1307,95,35.88
2900,1307,96,46.75
2901,1307,97,197.67
2902,1307,98,34.93
2903,1307,99,269.46
2904,1307,100,21.89
2905,1310,1,18.0
2906,1310,2,21.25
2907,1310,3,46.55
2908,1310,4,11.96
2909,1310,5,31.5
2910,1310,6,31.84
2911,1310,7,37.5
2912,1310,8,37.8
2913,1310,9,53.82
2914,1310,10,51.91
2915,1310,11,114.77
2916,1310,12,30.6
2917,1310,13,44.7
2918,1310,14,23.76
2919,1310,15,38.74
2920,1310,16,37.68
2921,1310,17,139.5
2922,1310,18,50.44
2923,1310,19,31.05
2924,1310,20,43.09
2925,1310,21,38.87
2926,1310,22,39.06
2927,1310,23,125.07
2928,1310,24,14.0
2929,1310,25,30.55
2930,1310,26,32.78
2931,1310,27,43.0
2932,1310,28,40.46
2933,1310,29,15.9
2934,1310,30,86.8
2935,1310,31,54.78
2936,1310,33,53.91
2937,1310,34,33.83
2938,1310,35,18.81
2939,1310,36,47.8
2940,1310,37,26.9
2941,1310,38,70.0
2942,1310,39,57.75
2943,1310,40,57.44
2944,1310,41,52.58
2945,1310,42,5.07
2946,1310,43,23.94
2947,1310,44,25.33
2948,1310,45,32.67
2949,1310,46,12.42
2950,1310,47,5.0
2951,1310,48,109.94
2952,1310,49,55.86
2953,1310,50,41.6
2954,1310,52,13.92
2955,1310,53,15.84
2956,1310,54,33.15
2957,1310,55,13.26
2958,1310,56,34.98
2959,1310,58,60.75
2960,1310,59,55.8
2961,1310,60,63.68
2962,1310,61,46.44
2963,1310,62,162.5
2964,1310,63,98.54
2965,1310,64,80.28
2966,1310,65,55.93
2967,1310,66,107.73
2968,1310,67,92.5
2969,1310,68,145.04
2970,1310,69,43.89
2971,1310,70,56.0
2972,1310,71,158.16
2973,1310,72,92.16
2974,1310,73,59.85
2975,1310,74,30.4
2976,1310,75,52.74
2977,1310,76,9.12
2978,1310,78,41.8
2979,1310,80,84.66
2980,1310,81,104.11
2981,1310,82,23.97
2982,1310,83,3.78
2983,1310,84,67.5
2984,1310,85,104.79
2985,1310,86,12.9
2986,1310,87,209.79
2987,1310,89,25.02
2988,1310,90,29.7
2989,1310,91,180.9
2990,1310,92,39.84
2991,1310,93,35.94
2992,1310,94,117.41
2993,1310,95,98.67
2994,1310,96,82.5
2995,1310,97,119.8
2996,1310,98,149.7
2997,1310,99,129.74
2998,1310,100,63.68
2999,1331,2,26.25
3000,1331,3,129.85
3001,1331,4,80.73
3002,1331,5,28.0
3003,1331,6,17.91
3004,1331,7,24.0
3005,1331,9,32.89
3006,1331,10,10.74
3007,1331,11,149.7
3008,1331,13,68.54
3009,1331,14,23.76
3010,1331,15,44.7
3011,1331,16,53.38
3012,1331,17,31.5
3013,1331,18,58.2
3014,1331,19,89.7
3015,1331,20,40.31
3016,1331,21,47.84
3017,1331,22,55.8
3018,1331,23,26.53
3019,1331,24,42.0
3020,1331,25,49.35
3021,1331,26,32.78
3022,1331,27,40.85
3023,1331,28,20.23
3024,1331,29,79.5
3025,1331,30,71.3
3026,1331,31,42.33
3027,1331,32,30.9
3028,1331,33,89.85
3029,1331,34,45.77
3030,1331,35,16.72
3031,1331,36,50.19
3032,1331,37,2.69
3033,1331,38,49.0
3034,1331,39,2.75
3035,1331,40,50.26
3036,1331,41,69.31
3037,1331,42,1.17
3038,1331,43,87.78
3039,1331,44,25.33
3040,1331,46,14.49
3041,1331,47,40.0
3042,1331,49,11.97
3043,1331,51,62.25
3044,1331,52,10.44
3045,1331,53,17.82
3046,1331,54,21.25
3047,1331,55,29.64
3048,1331,56,20.67
3049,1331,57,3.98
3050,1331,58,54.0
3051,1331,59,16.74
3052,1331,60,59.7
3053,1331,61,63.21
3054,1331,62,84.5
3055,1331,63,197.08
3056,1331,64,156.1
3057,1331,65,199.75
3058,1331,66,71.82
3059,1331,67,60.0
3060,1331,68,25.9
3061,1331,69,43.89
3062,1331,70,189.0
3063,1331,71,98.85
3064,1331,72,126.72
3065,1331,73,127.68
3066,1331,74,18.05
3067,1331,75,52.74
3068,1331,76,1.71
3069,1331,78,110.2
3070,1331,79,78.54
3071,1331,80,54.78
3072,1331,81,17.95
3073,1331,82,111.86
3074,1331,83,6.3
3075,1331,84,55.0
3076,1331,85,94.81
3077,1331,86,29.67
3078,1331,87,79.92
3079,1331,88,111.72
3080,1331,89,50.04
3081,1331,90,16.83
3082,1331,91,160.8
3083,1331,92,19.92
3084,1331,93,137.77
3085,1331,94,31.84
3086,1331,95,20.93
3087,1331,96,104.5
3088,1331,97,179.7
3089,1331,98,159.68
3090,1331,99,64.87
3091,1331,100,79.6
3092,1333,1,19.5
3093,1333,2,21.25
3094,1333,3,36.75
3095,1333,4,83.72
3096,1333,5,29.75
3097,1333,6,77.61
3098,1333,7,16.5
3099,1333,8,62.37
3100,1333,9,47.84
3101,1333,10,7.16
3102,1333,11,129.74
3103,1333,12,19.8
3104,1333,13,50.66
3105,1333,14,31.68
3106,1333,15,44.7
3107,1333,16,21.98
3108,1333,17,90.0
3109,1333,18,42.68
3110,1333,19,65.55
3111,1333,20,33.36
3112,1333,21,65.78
3113,1333,22,103.23
3114,1333,23,45.48
3115,1333,24,19.6
3116,1333,25,18.8
3117,1333,26,11.92
3118,1333,27,21.5
3119,1333,28,101.15
3120,1333,29,79.5
3121,1333,30,52.7
3122,1333,31,69.72
3123,1333,32,6.18
3124,1333,33,53.91
3125,1333,34,35.82
3126,1333,35,18.81
3127,1333,36,64.53
3128,1333,37,51.11
3129,1333,38,59.5
3130,1333,39,49.5
3131,1333,40,78.98
3132,1333,41,66.92
3133,1333,42,3.51
3134,1333,43,95.76
3135,1333,44,52.15
3136,1333,45,32.67
3137,1333,46,9.66
3138,1333,47,57.5
3139,1333,48,50.19
3140,1333,50,75.4
3141,1333,51,67.23
3142,1333,52,7.83
3143,1333,53,11.88
3144,1333,54,16.15
3145,1333,55,17.16
3146,1333,56,28.62
3147,1333,57,45.77
3148,1333,58,63.0
3149,1333,59,33.48
3150,1333,61,14.19
3151,1333,62,110.5
3152,1333,63,117.49
3153,1333,64,129.34
3154,1333,65,191.76
3155,1333,67,40.0
3156,1333,68,33.67
3157,1333,69,199.5
3158,1333,70,77.0
3159,1333,71,98.85
3160,1333,72,23.04
3161,1333,73,151.62
3162,1333,74,11.4
3163,1333,75,52.74
3164,1333,76,22.8
3165,1333,77,6.49
3166,1333,78,53.2
3167,1333,79,46.41
3168,1333,80,94.62
3169,1333,81,82.57
3170,1333,82,55.93
3171,1333,83,5.46
3172,1333,84,25.0
3173,1333,85,99.8
3174,1333,86,6.45
3175,1333,87,339.66
3176,1333,88,99.75
3177,1333,89,38.92
3178,1333,90,5.94
3179,1333,91,234.5
3180,1333,92,54.78
3181,1333,93,83.86
3182,1333,94,11.94
3183,1333,95,74.75
3184,1333,96,55.0
3185,1333,97,113.81
3186,1333,98,34.93
3187,1333,99,39.92
3188,1333,100,29.85
3189,1335,1,12.0
3190,1335,2,30.0
3191,1335,3,83.3
3192,1335,4,41.86
3193,1335,5,50.75
3194,1335,6,103.48
3195,1335,7,37.5
3196,1335,8,69.93
3197,1335,9,62.79
3198,1335,10,17.9
3199,1335,11,109.78
3200,1335,12,79.2
3201,1335,13,29.8
3202,1335,14,37.62
3203,1335,15,47.68
3204,1335,16,53.38
3205,1335,17,103.5
3206,1335,18,46.56
3207,1335,19,100.05
3208,1335,20,56.99
3209,1335,21,44.85
3210,1335,22,39.06
3211,1335,23,7.58
3212,1335,24,61.6
3213,1335,25,63.45
3214,1335,26,208.6
3215,1335,27,81.7
3216,1335,28,112.71
3217,1335,29,53.0
3218,1335,30,24.8
3219,1335,31,22.41
3220,1335,32,74.16
3221,1335,33,83.86
3222,1335,34,41.79
3223,1335,35,85.69
3224,1335,36,81.26
3225,1335,37,83.39
3226,1335,38,38.5
3227,1335,39,66.0
3228,1335,40,53.85
3229,1335,41,47.8
3230,1335,42,9.75
3231,1335,43,19.95
3232,1335,44,31.29
3233,1335,45,20.79
3234,1335,46,5.52
3235,1335,47,12.5
3236,1335,48,45.41
3237,1335,49,119.7
3238,1335,50,36.4
3239,1335,51,14.94
3240,1335,52,22.62
3241,1335,53,27.72
3242,1335,54,10.2
3243,1335,55,9.36
3244,1335,56,42.93
3245,1335,57,21.89
3246,1335,58,63.0
3247,1335,59,80.91
3248,1335,60,17.91
3249,1335,61,19.35
3250,1335,62,130.0
3251,1335,63,30.32
3252,1335,64,178.4
3253,1335,65,511.36
3254,1335,66,63.84
3255,1335,67,32.5
3256,1335,68,95.83
3257,1335,69,75.81
3258,1335,70,24.5
3259,1335,71,26.36
3260,1335,72,96.0
3261,1335,73,111.72
3262,1335,74,16.15
3263,1335,75,87.9
3264,1335,76,6.27
3265,1335,77,11.8
3266,1335,78,117.8
3267,1335,79,49.98
3268,1335,80,164.34
3269,1335,81,122.06
3270,1335,82,271.66
3271,1335,83,3.15
3272,1335,84,45.0
3273,1335,85,129.74
3274,1335,86,20.64
3275,1335,87,99.9
3276,1335,88,151.62
3277,1335,89,111.2
3278,1335,90,43.56
3279,1335,91,147.4
3280,1335,92,114.54
3281,1335,93,119.8
3282,1335,94,53.73
3283,1335,95,77.74
3284,1335,96,77.0
3285,1335,97,83.86
3286,1335,98,109.78
3287,1335,99,179.64
3288,1335,100,27.86
3289,1336,1,22.5
3290,1336,2,27.5
3291,1336,3,58.8
3292,1336,4,41.86
3293,1336,5,63.0
3294,1336,6,57.71
3295,1336,7,30.0
3296,1336,8,52.92
3297,1336,9,86.71
3298,1336,10,44.75
3299,1336,11,184.63
3300,1336,12,36.0
3301,1336,13,163.9
3302,1336,14,12.87
3303,1336,15,50.66
3304,1336,16,12.56
3305,1336,17,58.5
3306,1336,18,89.24
3307,1336,19,55.2
3308,1336,20,33.36
3309,1336,21,77.74
3310,1336,22,27.9
3311,1336,23,34.11
3312,1336,24,28.0
3313,1336,25,32.9
3314,1336,26,14.9
3315,1336,27,19.35
3316,1336,28,34.68
3317,1336,29,66.25
3318,1336,30,133.3
3319,1336,31,29.88
3320,1336,32,27.81
3321,1336,33,101.83
3322,1336,34,51.74
3323,1336,35,66.88
3324,1336,36,43.02
3325,1336,37,94.15
3326,1336,38,84.0
3327,1336,39,137.5
3328,1336,40,111.29
3329,1336,41,16.73
3330,1336,42,9.36
3331,1336,43,95.76
3332,1336,44,4.47
3333,1336,45,29.7
3334,1336,46,24.15
3335,1336,47,15.0
3336,1336,48,88.43
3337,1336,49,59.85
3338,1336,50,80.6
3339,1336,51,62.25
3340,1336,52,20.01
3341,1336,54,8.5
3342,1336,55,7.02
3343,1336,56,20.67
3344,1336,57,31.84
3345,1336,58,18.0
3346,1336,59,55.8
3347,1336,60,39.8
3348,1336,61,24.51
3349,1336,62,104.0
3350,1336,63,79.59
3351,1336,64,62.44
3352,1336,65,159.8
3353,1336,66,75.81
3354,1336,67,55.0
3355,1336,69,139.65
3356,1336,70,84.0
3357,1336,71,105.44
3358,1336,72,99.84
3359,1336,73,231.42
3360,1336,74,31.35
3361,1336,75,342.81
3362,1336,76,7.98
3363,1336,77,3.54
3364,1336,78,53.2
3365,1336,79,107.1
3366,1336,80,69.72
3367,1336,81,93.34
3368,1336,82,71.91
3369,1336,83,2.73
3370,1336,84,55.0
3371,1336,86,50.31
3372,1336,87,399.6
3373,1336,88,31.92
3374,1336,89,122.32
3375,1336,90,20.79
3376,1336,91,180.9
3377,1336,92,4.98
3378,1336,93,119.8
3379,1336,94,29.85
3380,1336,95,110.63
3381,1336,96,44.0
3382,1336,97,185.69
3383,1336,99,54.89
3384,1336,100,39.8
3385,1346,1,21.0
3386,1346,2,11.25
3387,1346,3,2.45
3388,1346,5,28.0
3389,1346,6,15.92
3390,1346,7,12.0
3391,1346,8,13.23
3392,1346,9,56.81
3393,1346,11,109.78
3394,1346,12,30.6
3395,1346,13,86.42
3396,1346,14,33.66
3397,1346,15,71.52
3398,1346,16,113.04
3399,1346,17,90.0
3400,1346,18,7.76
3401,1346,19,79.35
3402,1346,20,26.41
3403,1346,21,47.84
3404,1346,22,66.96
3405,1346,23,132.65
3406,1346,24,100.8
3407,1346,25,61.1
3408,1346,26,98.34
3409,1346,27,49.45
3410,1346,28,11.56
3411,1346,29,45.05
3412,1346,30,24.8
3413,1346,31,62.25
3414,1346,32,27.81
3415,1346,33,131.78
3416,1346,34,43.78
3417,1346,35,89.87
3418,1346,36,26.29
3419,1346,37,86.08
3420,1346,38,126.0
3421,1346,39,41.25
3422,1346,40,25.13
3423,1346,41,26.29
3424,1346,42,3.12
3425,1346,44,28.31
3426,1346,45,48.51
3427,1346,46,15.18
3428,1346,47,67.5
3429,1346,48,19.12
3430,1346,49,55.86
3431,1346,50,59.8
3432,1346,51,37.35
3433,1346,52,8.7
3434,1346,53,53.46
3435,1346,54,4.25
3436,1346,55,10.14
3437,1346,57,41.79
3438,1346,58,49.5
3439,1346,59,39.06
3440,1346,60,35.82
3441,1346,61,12.9
3442,1346,62,136.5
3443,1346,63,125.07
3444,1346,64,40.14
3445,1346,65,215.73
3446,1346,66,151.62
3447,1346,67,37.5
3448,1346,68,137.27
3449,1346,69,135.66
3450,1346,70,150.5
3451,1346,71,263.6
3452,1346,72,142.08
3453,1346,73,103.74
3454,1346,74,14.25
3455,1346,75,52.74
3456,1346,76,18.81
3457,1346,77,9.44
3458,1346,78,178.6
3459,1346,79,85.68
3460,1346,80,199.2
3461,1346,81,100.52
3462,1346,82,127.84
3463,1346,84,55.0
3464,1346,85,184.63
3465,1346,86,55.47
3466,1346,87,179.82
3467,1346,88,95.76
3468,1346,89,11.12
3469,1346,90,22.77
3470,1346,91,93.8
3471,1346,94,49.75
3472,1346,95,44.85
3473,1346,96,35.75
3474,1346,97,77.87
3475,1346,98,174.65
3476,1346,99,99.8
3477,1346,100,53.73
3478,1361,1,10.5
3479,1361,2,16.25
3480,1361,4,32.89
3481,1361,5,3.5
3482,1361,6,55.72
3483,1361,8,86.94
3484,1361,9,47.84
3485,1361,10,68.02
3486,1361,11,59.88
3487,1361,12,27.0
3488,1361,13,20.86
3489,1361,14,48.51
3490,1361,16,18.84
3491,1361,17,72.0
3492,1361,18,42.68
3493,1361,19,117.3
3494,1361,20,29.19
3495,1361,21,122.59
3496,1361,22,11.16
3497,1361,23,208.45
3498,1361,24,78.4
3499,1361,25,75.2
3500,1361,26,8.94
3501,1361,27,25.8
3502,1361,28,46.24
3503,1361,29,15.9
3504,1361,30,49.6
3505,1361,31,37.35
3506,1361,32,120.51
3507,1361,33,71.88
3508,1361,34,29.85
3509,1361,35,64.79
3510,1361,36,40.63
3511,1361,37,56.49
3512,1361,38,21.0
3513,1361,39,13.75
3514,1361,40,57.44
3515,1361,41,19.12
3516,1361,42,2.34
3517,1361,43,27.93
3518,1361,44,32.78
3519,1361,45,10.89
3520,1361,46,8.28
3521,1361,47,5.0
3522,1361,49,63.84
3523,1361,50,26.0
3524,1361,51,34.86
3525,1361,52,25.23
3526,1361,53,11.88
3527,1361,54,0.85
3528,1361,55,21.06
3529,1361,56,27.03
3530,1361,57,15.92
3531,1361,58,9.0
3532,1361,59,66.96
3533,1361,60,67.66
3534,1361,61,28.38
3535,1361,62,136.5
3536,1361,63,87.17
3537,1361,64,138.26
3538,1361,65,191.76
3539,1361,66,31.92
3540,1361,67,70.0
3541,1361,68,25.9
3542,1361,69,99.75
3543,1361,70,133.0
3544,1361,71,210.88
3545,1361,73,95.76
3546,1361,74,5.7
3547,1361,75,210.96
3548,1361,76,21.09
3549,1361,77,2.95
3550,1361,78,121.6
3551,1361,79,39.27
3552,1361,80,224.1
3553,1361,81,35.9
3554,1361,82,47.94
3555,1361,83,5.25
3556,1361,84,57.5
3557,1361,85,174.65
3558,1361,88,67.83
3559,1361,89,88.96
3560,1361,90,2.97
3561,1361,91,53.6
3562,1361,93,125.79
3563,1361,95,35.88
3564,1361,96,63.25
3565,1361,97,125.79
3566,1361,98,54.89
3567,1361,99,129.74
3568,1366,1,42.0
3569,1366,2,41.25
3570,1366,3,12.25
3571,1366,4,77.74
3572,1366,5,17.5
3573,1366,6,37.81
3574,1366,7,15.0
3575,1366,8,51.03
3576,1366,9,23.92
3577,1366,10,48.33
3578,1366,11,144.71
3579,1366,12,16.2
3580,1366,13,41.72
3581,1366,14,30.69
3582,1366,15,59.6
3583,1366,16,34.54
3584,1366,17,162.0
3585,1366,18,19.4
3586,1366,19,110.4
3587,1366,20,50.04
3588,1366,21,47.84
3589,1366,22,13.95
3590,1366,23,37.9
3591,1366,24,61.6
3592,1366,25,21.15
3593,1366,26,47.68
3594,1366,27,15.05
3595,1366,28,49.13
3596,1366,29,87.45
3597,1366,30,71.3
3598,1366,31,19.92
3599,1366,32,55.62
3600,1366,33,101.83
3601,1366,34,37.81
3602,1366,35,62.7
3603,1366,36,78.87
3604,1366,37,115.67
3605,1366,38,119.0
3606,1366,39,41.25
3607,1366,40,61.03
3608,1366,41,26.29
3609,1366,43,87.78
3610,1366,44,4.47
3611,1366,45,19.8
3612,1366,46,12.42
3613,1366,47,45.0
3614,1366,48,19.12
3615,1366,49,183.54
3616,1366,50,15.6
3617,1366,51,34.86
3618,1366,52,13.92
3619,1366,53,25.74
3620,1366,54,8.5
3621,1366,55,31.98
3622,1366,56,11.13
3623,1366,57,69.65
3624,1366,58,22.5
3625,1366,59,75.33
3626,1366,60,41.79
3627,1366,61,60.63
3628,1366,62,130.0
3629,1366,63,60.64
3630,1366,64,151.64
3631,1366,65,383.52
3632,1366,66,39.9
3633,1366,67,80.0
3634,1366,68,62.16
3635,1366,69,31.92
3636,1366,70,168.0
3637,1366,71,144.98
